# x,y
5.981102473628675753e+00,3.676088768845998800e+01
4.501413917198105423e+02,4.511294471671417341e+02
2.251156181841508896e+02,4.328691855906712931e+02
4.147537894435794215e+02,4.095856358638660026e+02
4.535605753470821355e+02,4.046127640454027983e+02
3.599142574723755956e+02,4.002236971758975415e+02
1.615408083505279819e+02,3.756385435125621939e+02
2.084516542477664700e+02,4.521799630574369075e+02
1.274671814532040202e+02,3.747656381796394953e+02
2.230061757540274527e+02,3.675473002322989942e+02
1.221425941882534119e+02,3.657672295585511506e+02
3.695366069816129198e+02,3.160628933762298516e+02
5.102808027464045608e+02,3.129220171998973115e+02
1.444412776474583495e+02,3.121854337121331469e+02
5.284876698105044568e+01,3.120357774508955799e+02
3.703641878810806247e+02,3.732253271173617009e+02
1.729437452483871596e+02,3.044437995525338465e+02
4.800358844726509915e+02,4.814920642177163472e+02
1.329775279036357745e+02,4.941323157254945500e+02
3.862652377049709003e+02,5.931206561650996036e+02
1.351402358760576021e+02,5.848317613898476566e+02
5.277489324007602818e+02,5.803267573403214783e+02
3.651560937475406377e+02,5.742287286788354095e+02
1.310834100322135320e+01,5.707820697192820489e+02
1.977876226845333463e+02,5.638103532353002265e+02
3.510091347521023408e+02,5.445706724547179647e+02
5.059347110281108826e+02,5.250341262040495849e+02
4.102642195166272643e+01,5.109473533916565202e+02
1.416748769691804455e+02,5.098948918153575391e+02
4.391777212552752303e+02,5.062271895434162730e+02
5.789580970958985517e+01,4.970810542202909232e+02
8.460748055335599815e+01,5.490706972844566280e+02
1.761680367133404275e+02,2.899507174240329164e+02
1.236575159613537522e+02,5.841434826826374547e+02
7.814545174945165229e+01,2.593814557315483853e+02
4.284160867548132501e+02,1.036153623110825635e+02
4.449014986854176641e+02,9.343019475521677464e+01
4.148813064790423368e+02,8.964705391977058468e+01
6.809584988216982993e+01,8.541401701746529795e+01
4.598009154899166333e+02,7.820392537893509655e+01
5.650055185558368294e+02,6.910371116736160957e+01
4.315775345712428361e+02,6.519887398499568576e+01
1.850479025969432598e+02,6.232546052987462559e+01
5.825985329278154268e+02,5.086868649133293729e+01
4.077700503673749495e+02,4.885178993735670616e+01
2.417215169887583670e+01,4.738468485537450903e+01
6.367801308884276068e+01,2.893166355191746675e+02
1.507615200951248653e+02,6.435735933412604481e+01
2.000622908061709495e+02,1.097865284220981295e+02
2.698007583492259300e+02,4.579759588526516723e+01
3.410386993472102404e+02,1.198533262169670621e+02
2.485771964254273882e+02,1.201627023150553697e+02
1.406228074708400868e+02,2.517075077513657106e+02
5.076195949547381474e+02,2.479838901950029424e+02
4.140908482902865018e+01,2.260349937983365010e+02
3.861003698848597878e+02,2.159139913331719072e+02
7.857093737208350603e+01,2.058909007729166092e+02
1.813723861941699766e+01,2.574044331434334367e+02
4.187095537733132460e+02,1.639074928130738442e+02
1.550993039876617843e+02,1.622556404426495362e+02
1.709275684512895666e+01,1.523897827282728201e+02
4.869207974965889889e+02,1.374204924865073849e+02
5.833366106034206950e+02,1.287221206841375363e+02
1.262250924092409292e+02,1.657594323432343231e+02
6.566196028030233833e+01,1.239229964197190839e+02
1.276787879575707194e+02,3.055077475041597435e+00
1.198739530581390369e+02,3.760606400385546522e+02
5.011824683586301035e+02,3.852856479304365962e+02
2.036971411700026522e+02,3.888819734886278070e+02
5.679566043843536818e+02,4.040438924689090072e+02
2.584227398149651123e+01,4.177393842158490997e+02
4.131008103556662832e+02,4.235708074648165393e+02
1.466702709606787778e+02,4.280523747833227048e+02
2.597718846617926829e+02,4.428856571801229052e+02
4.193061119102947032e+01,4.488415993508170345e+02
7.508768231576596008e+01,4.496574898341635276e+02
4.271569343761559026e+02,4.532958812066947303e+02
5.896568207962312727e+02,4.593902853943116043e+02
1.857344732124918778e+02,4.631823450060925325e+02
1.971471084083708831e+02,4.638446299012602481e+02
4.482584567025650699e+02,4.721821623993332651e+02
4.939906589245140367e+02,4.801682768377822299e+02
4.540079165366742586e+02,5.905569961905387117e+02
3.541191784002374447e+02,5.815484698600788533e+02
5.385415483878901455e+01,5.801559332733485235e+02
2.401942323436852860e+02,5.721930033149424162e+02
5.928874109820875447e+02,5.670927260845523961e+02
1.949572128186203486e+02,3.731163629468636600e+02
3.594331215314083465e+02,5.457688432857257794e+02
1.623846126820767779e+02,5.360426842550281208e+02
2.460902043302508559e+02,5.186267118596646242e+02
3.720327094814093698e+02,5.177078110820301617e+02
5.100060404220666328e+02,5.127324136146668252e+02
2.860564836731348919e+02,5.073245438502204934e+02
3.593561332199190588e+02,4.878561132392147215e+02
6.580748219005741362e+01,5.386094920254220142e+02
2.267938496111007964e+02,5.896436047082437426e+02
2.705257249742775230e+02,3.311680601756120836e+02
5.489482088886521751e+02,1.636233307148468086e+01
7.909930360318296039e+01,3.133604540652950732e+01
2.171840091902740824e+02,4.118044261588862298e+01
4.807714915020217745e+02,4.280012146148269636e+01
1.882597081780719463e+02,4.467406641713696303e+01
1.406555224957836572e+02,8.473126947069177106e+01
4.481040748497067057e+02,9.490391648173037709e+01
5.696131375661201446e+02,1.269255396027678842e+02
2.026926116643468561e+02,1.305894330312606542e+02
5.595160383918111080e+01,1.358767791772366991e+02
8.017929945146656223e+01,1.362589281635550265e+02
1.401898974173460317e+02,1.382358270564979819e+02
1.256895437639873592e+02,1.682515630953850518e+02
1.035784670321332328e+02,1.050150897226753699e+02
2.349438125339721637e+02,1.833302229916990314e+02
5.121683280726616658e+02,3.301509437000772778e+02
2.382171939353009975e+02,1.688653800424224585e+02
2.871011408641111302e+02,3.118294968694014528e+02
4.767622885004208229e+02,2.886402918992476998e+02
5.155743431208908305e+02,2.836424916347336875e+02
4.219524142307682268e+02,2.792253085071670284e+02
2.235847606129625262e+02,2.544413910439101585e+02
1.895612300432745201e+02,2.536899180108436269e+02
5.420321389613267229e+02,3.606306757171345225e+02
2.850624535431809363e+02,2.465815102972791237e+02
1.841117982794422971e+02,2.447289801245921126e+02
4.314601987615459393e+02,1.950329130853163235e+02
5.722602616977577554e+02,1.918951959196089376e+02
2.065641058669313566e+02,1.911046849072186831e+02
1.148272058129913660e+02,1.909641215963086722e+02
4.323999400763455014e+02,2.522233459813413390e+02
6.978318501142642560e+01,9.228480224417493716e+00
2.239249749214389738e+02,3.445211297268238013e+02
7.172185823219459166e+01,3.455164036757743702e+02
1.487045167428295258e+02,3.409457060270027000e+02
5.697074596792742796e+02,3.121532417587472992e+02
5.568663793904047452e+02,3.116862237411542083e+02
1.373606839828755426e+02,3.099653583636625171e+02
1.346254829272359359e+02,3.009052042818028667e+02
4.440163828080428630e+02,2.841953136538845683e+02
4.863371249787780926e+02,2.779818825640901423e+02
4.383925617217868194e+02,2.761948107560410222e+02
5.476108903526700260e+02,2.709576802717897408e+02
4.139505427862306988e+02,2.524585777490018472e+02
5.542138528661266861e+01,2.459597925597328185e+02
3.272684716225917896e+02,2.447987438083717677e+02
2.448488418801740920e+02,2.387353464392610078e+02
4.606270432431365407e+02,2.380567548897704739e+02
1.319134406089021638e+02,2.317531812022229474e+02
9.756630247198658878e+01,2.112213394180987223e+02
4.122850538030359075e+02,3.501478078404554140e+02
1.027236081762526965e+02,3.529107838086927700e+02
3.454065728146859726e+01,3.688790087579301940e+02
1.748433837517669645e+02,3.778358759812448397e+02
1.290461804038108653e+02,5.859215409492177287e+02
1.578617643935371291e+02,5.824471273609951822e+02
1.783490680367862069e+02,5.578588894709932902e+02
4.895795431021736022e+02,5.573082249001922719e+02
3.437377719992342691e+02,5.399266878310254469e+02
4.341507428926563534e+02,4.853491161889895693e+02
3.360594047881594975e+02,2.045973039035506815e+02
1.533993420526821865e+02,4.848169890660087162e+02
2.702539408901942508e+01,4.677937931866229633e+02
4.486409467148137082e+02,4.623301730217563090e+02
4.341768956357182105e+02,4.616650592992230600e+02
8.651366961613218720e+00,4.569984222718594538e+02
3.703589812222039512e+01,4.225623249876462069e+02
4.660289176676722604e+02,4.136077328827128099e+02
1.762394144144144263e+02,3.920697433282338693e+02
1.877702623239492539e+02,4.826202357832370922e+02
3.727036941511512396e+02,2.020647054082372733e+02
1.580454298692284851e+02,3.505465293668955269e+02
2.960386964313677822e+02,1.975222756772745356e+02
5.106837648138975538e+01,8.917581876608237224e+01
3.091780323446520811e+02,8.254294073007419286e+01
4.989977327492090922e+02,7.592005148781352375e+01
4.258060868653857938e+02,7.462187546150511253e+01
3.733961532573366640e+02,6.804003956851477142e+01
5.601628730902980351e+02,6.682282458180618789e+01
4.939740607969230268e+02,6.557803863615096418e+01
1.630056575781284494e+02,6.399336443217548975e+01
4.574529903364536949e+02,9.008948148250007648e+01
2.100544444479456558e+02,5.335793490488449464e+01
1.541128277969099543e+02,4.300760113631795178e+01
5.052258136540338000e+02,4.080831990114726437e+01
1.610422484004797639e+02,3.803872826674187024e+01
2.683932392438741772e+02,2.685832439273104200e+01
4.943168481062206183e+02,2.552565409314457057e+01
4.387789980133405834e+02,2.125144282527385897e+01
3.217948919752039387e+02,1.479208082014261549e+01
1.533482816008263683e+02,1.097205942483303787e+01
2.411231672625155795e+02,5.437324486285736924e+01
4.734834282484388268e+02,9.615729710686369458e+01
3.989687522260477408e+02,8.738145553840674040e+00
5.876923312870890186e+02,1.886733997783348968e+02
4.080362890465200394e+02,1.884420332363361297e+02
3.974190266899569792e+02,1.826788602768542944e+02
3.457395054978434246e+01,1.760170311645707955e+02
3.399122159339963787e+02,1.741243412785770772e+02
5.302508585226011064e+02,1.617543679821087323e+02
5.881660821828620556e+01,1.172539589529601471e+02
4.845290728367565976e+02,1.560046688113503137e+02
3.720619399817518911e+02,1.551724613898646226e+02
1.431466309134105757e+02,1.502101974167885601e+02
2.500218083724829796e+02,1.492817704607280689e+02
3.432423522255465969e+02,1.593504997135400174e+02
2.271675094075753805e+02,1.469299736870824233e+02
3.338068611456391181e+02,1.443107746788895724e+02
5.494254917574402270e+02,1.426732852314724767e+02
3.151119329219321799e+02,1.389992792471221321e+02
2.929066680383260746e+02,1.385871293415680157e+02
4.346521401504545565e+02,1.378333501334677464e+02
1.749500101930059373e+02,1.383548433307437620e+02
4.313771955897130965e+02,1.224493475153213637e+02
2.714352578893717691e+02,1.178562020975769968e+02
4.869270278018283307e+02,1.171839941853899205e+02
3.767122547735694411e+02,1.471561419855129031e+02
1.536959232965965043e+02,8.217268052948558221e+00
2.980837237335963437e+02,3.497689317492062742e+02
1.855513617970208315e+02,3.491542106713772000e+02
2.010061321826027836e+01,3.305775989817923346e+02
2.001030633601826594e+02,3.192634061647745511e+02
1.400970542780303845e+02,3.172814336766357997e+02
1.157952399866796611e+02,3.168387998860549715e+02
2.625652515689127426e+02,3.114618618488198081e+02
1.633863422102025424e+02,2.859459564420855600e+02
5.079854531458673250e+02,2.758084563733491450e+02
2.006142394502655293e+02,2.657881485933687600e+02
2.481431301679754426e+02,2.256376306620209107e+02
5.404684804694626337e+02,2.238239115058845243e+02
2.771100659082661082e+02,2.221919852680911731e+02
4.318301768491711101e+01,2.198295252672407969e+02
